"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","Invasive"
"LOSQS","Loeflingia squarrosa ssp. squarrosa","spreading pygmyleaf","Caryophyllaceae",99,,"5","Annual",0,0
"LOTA","Lonicera tatarica","Tatarian honeysuckle","Caprifoliaceae",99,,"2","Perennial",0,0
"LOTE2","Lolium temulentum","Darnel ryegrass","Poaceae",99,,"6","Annual",0,0
"LOTET","Lolium temulentum ssp. temulentum","Darnel ryegrass","Poaceae",99,,"6","Annual",0,0
"LOTR2","Lomatium triternatum","nineleaf biscuitroot","Apiaceae",99,,"5","Perennial",0,0
"LOTRA","Lomatium triternatum var. anomalum","broadnineleaf biscuitroot","Apiaceae",99,,"5","Perennial",0,0
"LOTRT","Lomatium triternatum var. triternatum","nineleaf biscuitroot","Apiaceae",99,,"5","Perennial",0,0
"LOTUS","Lotus","trefoil","Fabaceae",99,,,,0,0
"LOUN","Lotus unifoliolatus","American bird's-foot trefoil","Fabaceae",99,,"5","Annual",0,0
"LOUNU","Lotus unifoliolatus var. unifoliolatus","American bird's-foot trefoil","Fabaceae",99,,"5","Annual",0,0
"LOUT2","Lonicera utahensis","Utah honeysuckle","Caprifoliaceae",99,,"2","Perennial",0,0
"LUAL5","Lupinus ×alpestris","Great Basin lupine","Fabaceae",99,,"5","Perennial",0,0
"LUAR3","Lupinus argenteus","silvery lupine","Fabaceae",99,,"3","Perennial",0,0
"LUARA11","Lupinus argenteus ssp. argenteus var. argenteus","silvery lupine","Fabaceae",99,,"3","Perennial",0,0
"LUARA5","Lupinus argenteus ssp. argenteus","silvery lupine","Fabaceae",99,,"3","Perennial",0,0
"LUARL5","Lupinus argenteus ssp. argenteus var. laxiflorus","silvery lupine","Fabaceae",99,,"3","Perennial",0,0
"LUARR","Lupinus argenteus ssp. rubricaulis","silvery lupine","Fabaceae",99,,"3","Perennial",0,0
"LUARS3","Lupinus argenteus ssp. spathulatus","silvery lupine","Fabaceae",99,,"3","Perennial",0,0
"LUBR2","Lupinus brevicaulis","shortstem lupine","Fabaceae",99,,"5","Annual",0,0
"LUBU2","Lupinus burkei","largeleaf lupine","Fabaceae",99,,"5","Perennial",0,0
"LUBUB","Lupinus burkei ssp. burkei","largeleaf lupine","Fabaceae",99,,"5","Perennial",0,0
"LUCA","Lupinus caudatus","tailcup lupine","Fabaceae",99,,"5","Perennial",0,0
"LUCA3","Lupinus caespitosus","stemless dwarf lupine","Fabaceae",99,,"5","Perennial",0,0
"LUCAA","Lupinus caudatus ssp. argophyllus","Kellogg's spurred lupine","Fabaceae",99,,"5","Perennial",0,0
"LUCAC2","Lupinus caespitosus var. caespitosus","stemless dwarf lupine","Fabaceae",99,,"5","Perennial",0,0
"LUCAC3","Lupinus caudatus ssp. caudatus","tailcup lupine","Fabaceae",99,,"5","Perennial",0,0
"LUCAU","Lupinus caespitosus var. utahensis","Utah lupine","Fabaceae",99,,"5","Perennial",0,0
"LUDE3","Lupinus depressus","depressed lupine","Fabaceae",99,,"5","Perennial",0,0
"LUEV","Lupinus evermannii","Evermann's lupine","Fabaceae",99,,"5","Perennial",0,0
"LUFA3","Luzula fastigiata","smallflowered woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUGL2","Luzula glabrata","smooth woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUGLH","Luzula glabrata var. hitchcockii","Hitchcock's smooth woodrush","Juncaceae",99,,"6","Perennial",0,0
"LULE3","Lupinus leucophyllus","velvet lupine","Fabaceae",99,,"5","Perennial",0,0
"LULEE","Lupinus leucophyllus ssp. erectus","velvet lupine","Fabaceae",99,,"5","Perennial",0,0
"LULEL2","Lupinus leucophyllus ssp. leucophyllus var. leucophyllus","velvet lupine","Fabaceae",99,,"5","Perennial",0,0
"LULEL4","Lupinus leucophyllus ssp. leucophyllus","velvet lupine","Fabaceae",99,,"5","Perennial",0,0
"LUMI3","Lupinus minimus","Kettle Falls lupine","Fabaceae",99,,"5","Perennial",0,0
"LUMO4","Lupinus monticola","mountain lupine","Fabaceae",99,,"5","Perennial",0,0
"LUMU2","Luzula multiflora","common woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUMUF","Luzula multiflora ssp. frigida","common woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUPA4","Luzula parviflora","smallflowered woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUPA8","Lupinus parviflorus","lodgepole lupine","Fabaceae",99,,"5","Perennial",0,0
"LUPAP4","Lupinus parviflorus ssp. parviflorus","lodgepole lupine","Fabaceae",99,,"5","Perennial",0,0
"LUPI2","Luzula piperi","Piper's woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUPIN","Lupinus","lupine","Fabaceae",99,,,,0,0
"LUPINPF","Lupinus sp.","lupine (perennial forb)","Fabaceae",99,,"3","Perennial",0,0
"LUPL","Lupinus plattensis","Nebraska lupine","Fabaceae",99,,"5","Perennial",0,0
"LUPR2","Lupinus prunophilus","hairy bigleaf lupine","Fabaceae",99,,"5","Perennial",0,0
"LUPU","Lupinus pusillus","rusty lupine","Fabaceae",99,,"5","Annual",0,0
"LUPUI2","Lupinus pusillus ssp. intermontanus","Intermountain lupine","Fabaceae",99,,"5","Annual",0,0
"LUPUP","Lupinus pusillus ssp. pusillus","rusty lupine","Fabaceae",99,,"5","Annual",0,0
"LURO","Lupinus roseolus","rosy lupine","Fabaceae",99,,"5","Perennial",0,0
"LUSE4","Lupinus sericeus","silky lupine","Fabaceae",99,,"3","Perennial",0,0
"LUSEE2","Lupinus sericeus ssp. sericeus var. egglestonianus","silky lupine","Fabaceae",99,,"3","Perennial",0,0
"LUSES2","Lupinus sericeus ssp. sericeus","silky lupine","Fabaceae",99,,"3","Perennial",0,0
"LUSES4","Lupinus sericeus ssp. sericeus var. sericeus","silky lupine","Fabaceae",99,,"3","Perennial",0,0
"LUSP4","Luzula spicata","spiked woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUSU9","Luzula subcapitata","Colorado woodrush","Juncaceae",99,,"6","Perennial",0,0
"LUWY","Lupinus wyethii","Wyeth's lupine","Fabaceae",99,,"5","Perennial",0,0
"LUWYT","Lupinus wyethii ssp. tetonensis","Teton lupine","Fabaceae",99,,"5","Perennial",0,0
"LUWYW","Lupinus wyethii ssp. wyethii","Wyeth's lupine","Fabaceae",99,,"5","Perennial",0,0
"LUZUL","Luzula","woodrush","Juncaceae",99,,,,0,0
"LYAL4","Lythrum alatum","winged lythrum","Lythraceae",99,,"3","Perennial",0,0
"LYALA4","Lythrum alatum var. alatum","winged lythrum","Lythraceae",99,,"3","Perennial",0,0
"LYAM","Lycopus americanus","American water horehound","Lamiaceae",99,,"5","Perennial",0,0
"LYAM3","Lysichiton americanus","American skunkcabbage","Araceae",99,,"5","Perennial",0,0
"LYAN2","Lycopodium annotinum","stiff clubmoss","Lycopodiaceae",99,,"3","Perennial",0,0
"LYAS","Lycopus asper","rough bugleweed","Lamiaceae",99,,"5","Perennial",0,0
"LYBA4","Lycium barbarum","matrimony Forb/herb","Solanaceae",99,,"5","Perennial",0,0
"LYCI","Lysimachia ciliata","fringed loosestrife","Primulaceae",99,,"5","Perennial",0,0
"LYCIU","Lycium","desert-thorn","Solanaceae",99,,,,0,0
"LYCO3","Lycopodium complanatum","groundcedar","Lycopodiaceae",99,,"3","Perennial",0,0
"LYCOP2","Lycopodium","clubmoss","Lycopodiaceae",99,,,,0,0
"LYCOP4","Lycopus","waterhorehound","Lamiaceae",99,,,,0,0
"LYDE","Lycopodium dendroideum","tree groundpine","Lycopodiaceae",99,,"3","Perennial",0,0
"LYGOD","Lygodesmia","skeletonplant","Asteraceae",99,,,,0,0
"LYGR","Lygodesmia grandiflora","largeflower skeletonplant","Asteraceae",99,,"5","Perennial",0,0
"LYJU","Lygodesmia juncea","rush skeletonplant","Asteraceae",99,,"5","Perennial",0,0
"LYSA2","Lythrum salicaria","purple loosestrife","Lythraceae",99,,"3","Perennial",0,0
"LYSIC","Lysichiton","skunkcabbage","Araceae",99,,,,0,0
"LYSIM","Lysimachia","yellow loosestrife","Primulaceae",99,,,,0,0
"LYTH2","Lysimachia thyrsiflora","tufted loosestrife","Primulaceae",99,,"5","Perennial",0,0
"LYTHR","Lythrum","loosestrife","Lythraceae",99,,,,0,0
"LYUN","Lycopus uniflorus","northern bugleweed","Lamiaceae",99,,"5","Perennial",0,0
"LYUNU2","Lycopus uniflorus var. uniflorus","northern bugleweed","Lamiaceae",99,,"5","Perennial",0,0
"MAAF","Malcolmia africana","African mustard","Brassicaceae",99,,"5","Annual",0,0
"MABI","Machaeranthera bigelovii","Bigelow's tansyaster","Asteraceae",99,,"5","Perennial",0,0
"MABIB","Machaeranthera bigelovii var. bigelovii","Bigelow's tansyaster","Asteraceae",99,,"5","Perennial",0,0
"MACA2","Machaeranthera canescens","hoary tansyaster","Asteraceae",99,,"5","Perennial",0,0
"MACA4","Maianthemum canadense","Canada mayflower","Liliaceae",99,,"5","Perennial",0,0
"MACAC","Machaeranthera canescens ssp. canescens","hoary tansyaster","Asteraceae",99,,"5","Perennial",0,0
"MACAC3","Machaeranthera canescens ssp. canescens var. canescens","hoary tansyaster","Asteraceae",99,,"5","Perennial",0,0
"MACAG","Machaeranthera canescens ssp. glabra","hoary tansyaster","Asteraceae",99,,"5","Perennial",0,0
"MACAG2","Machaeranthera canescens ssp. glabra var. glabra","hoary tansyaster","Asteraceae",99,,"5","Perennial",0,0
"MACHA","Machaeranthera","tansyaster","Asteraceae",99,,,,0,0
"MACO13","Machaeranthera coloradoensis","Colorado tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MACO5","Malus coronaria","sweet crab apple","Rosaceae",99,,"1","Perennial",0,0
"MACOC","Machaeranthera coloradoensis var. coloradoensis","Colorado tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MADI6","Matricaria discoidea","disc mayweed","Asteraceae",99,,"5","Annual",0,0
"MADIA","Madia","tarweed","Asteraceae",99,,,,0,0
"MAGL2","Madia glomerata","mountain tarweed","Asteraceae",99,,"5","Annual",0,0
"MAGR2","Machaeranthera grindelioides","rayless tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MAGRG","Machaeranthera grindelioides var. grindelioides","rayless tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MAHON","Mahonia","barberry","Berberidaceae",99,,,,0,0
"MAIAN","Maianthemum","mayflower","Liliaceae",99,,,,0,0
"MALAC3","Malacothrix","desertdandelion","Asteraceae",99,,,,0,0
"MALCO2","Malcolmia","malcolmia","Brassicaceae",99,,,,0,0
"MALUS","Malus","apple","Rosaceae",99,,,,0,0
"MALVA","Malva","mallow","Malvaceae",99,,,,0,0
"MAMO2","Malva moschata","musk mallow","Malvaceae",99,,"5","Perennial",0,0
"MANE","Malva neglecta","common mallow","Malvaceae",99,,"5","Perennial",0,0
"MAOL3","Marsilea oligospora","Pacific waterclover","Marsileaceae",99,,"5","Perennial",0,0
"MAPA5","Malva parviflora","cheeseweed mallow","Malvaceae",99,,"5","Perennial",0,0
"MAPI","Machaeranthera pinnatifida","lacy tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MAPIG3","Machaeranthera pinnatifida ssp. pinnatifida var. glaberrima","lacy tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MAPIP","Machaeranthera pinnatifida ssp. pinnatifida","lacy tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MAPIP4","Machaeranthera pinnatifida ssp. pinnatifida var. pinnatifida","lacy tansyaster","Asteraceae",99,,"3","Perennial",0,0
"MAPU","Malus pumila","paradise apple","Rosaceae",99,,"1","Perennial",0,0
"MAPU5","Malva pusilla","low mallow","Malvaceae",99,,"5","Annual",0,0
"MARA7","Maianthemum racemosum","feathery false lily of the valley","Liliaceae",99,,"5","Perennial",0,0
"MARAA","Maianthemum racemosum ssp. amplexicaule","feathery false lily of the valley","Liliaceae",99,,"5","Perennial",0,0
"MARE11","Mahonia repens","creeping barberry","Berberidaceae",99,,"3","Perennial",0,0
"MARE6","Matricaria recutita","German chamomile","Asteraceae",99,,"5","Annual",0,0
"MARRU","Marrubium","horehound","Lamiaceae",99,,,,0,0
"MARSI","Marsilea","waterclover","Marsileaceae",99,,,,0,0
"MASO","Malacothrix sonchoides","sowthistle desertdandelion","Asteraceae",99,,"5","Annual",0,0
"MAST4","Maianthemum stellatum","starry false lily of the valley","Liliaceae",99,,"5","Perennial",0,0
"MASY","Malva sylvestris","high mallow","Malvaceae",99,,"5","Perennial",0,0
"MATA2","Machaeranthera tanacetifolia","tanseyleaf tansyaster","Asteraceae",99,,"5","Annual",0,0
"MATO2","Malacothrix torreyi","Torrey's desertdandelion","Asteraceae",99,,"5","Annual",0,0
"MATRI","Matricaria","mayweed","Asteraceae",99,,,,0,0
"MAVE","Malva verticillata","cluster mallow","Malvaceae",99,,"5","Annual",0,0
"MAVE2","Marsilea vestita","hairy waterclover","Marsileaceae",99,,"5","Perennial",0,0
"MAVU","Marrubium vulgare","horehound","Lamiaceae",99,,"3","Perennial",0,0
"MEAL6","Mentzelia albicaulis","whitestem blazingstar","Loasaceae",99,,"5","Annual",0,0
"MEAL7","Mertensia alpina","alpine bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MEAR4","Mentha arvensis","wild mint","Lamiaceae",99,,"5","Perennial",0,0
"MEAR6","Mertensia arizonica","aspen bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MEBR","Mertensia brevistyla","shortstyle bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MEBU","Melica bulbosa","oniongrass","Poaceae",99,,"6","Perennial",0,0
"MECI3","Mertensia ciliata","tall fringed bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MECIC2","Mertensia ciliata var. ciliata","tall fringed bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MEDE2","Mentzelia decapetala","tenpetal blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MEDI","Mentzelia dispersa","bushy blazingstar","Loasaceae",99,,"5","Annual",0,0
"MEDIC","Medicago","alfalfa","Fabaceae",99,,,,0,0
"MEDIC2","Mentzelia dispersa var. compacta","Nevada blazingstar","Loasaceae",99,,"5","Annual",0,0
"MEDID","Mentzelia dispersa var. dispersa","bushy blazingstar","Loasaceae",99,,"5","Annual",0,0
"MEDIL","Mentzelia dispersa var. latifolia","bushy blazingstar","Loasaceae",99,,"5","Annual",0,0
"MEFE","Menziesia ferruginea","rusty menziesia","Ericaceae",99,,"2","Perennial",0,0
"MEHU2","Mertensia humilis","Rocky Mountain bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MELA2","Mentzelia laevicaulis","smoothstem blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MELA3","Mertensia lanceolata","prairie bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MELAC","Mertensia lanceolata var. coriacea","prairie bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MELAL2","Mertensia lanceolata var. lanceolata","prairie bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MELAL3","Mentzelia laevicaulis var. laevicaulis","smoothstem blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MELAS2","Mertensia lanceolata var. secundorum","prairie bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MELIC","Melica","melicgrass","Poaceae",99,,"6",,0,0
"MELIL","Melilotus","sweetclover","Fabaceae",99,,,,0,0
"MELU","Medicago lupulina","black medick","Fabaceae",99,,"5","Perennial",0,0
"MEMO4","Mentzelia montana","variegated-bract blazingstar","Loasaceae",99,,"5","Annual",0,0
"MEMU3","Mentzelia multiflora","Adonis blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MEMUM2","Mentzelia multiflora var. multiflora","Adonis blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MENTH","Mentha","mint","Lamiaceae",99,,,,0,0
"MENTZ","Mentzelia","blazingstar","Loasaceae",99,,,,0,0
"MENTZAF","Mentzelia","blazingstar (annual forb)","Loasaceae",99,,"5","Annual",0,0
"MENU","Mentzelia nuda","bractless blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MENUS","Mentzelia nuda var. stricta","bractless blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MENYA","Menyanthes","buckbean","Menyanthaceae",99,,,,0,0
"MENZI","Menziesia","menziesia","Ericaceae",99,,,,0,0
"MEOB","Mertensia oblongifolia","oblongleaf bluebells","Boraginaceae",99,,"5","Perennial",0,0
"MEOF","Melilotus officinalis","sweetclover","Fabaceae",99,,"5","Perennial",0,1
"MEOL","Mentzelia oligosperma","chickenthief","Loasaceae",99,,"3","Perennial",0,0
"MEPO3","Medicago polymorpha","burclover","Fabaceae",99,,"5","Perennial",0,0
"MEPU3","Mentzelia pumila","dwarf mentzelia","Loasaceae",99,,"5","Annual",0,0
"MEPUP","Mentzelia pumila var. pumila","dwarf mentzelia","Loasaceae",99,,"5","Annual",0,0
"MERTE","Mertensia","bluebells","Boraginaceae",99,,,,0,0
"MERU","Mentzelia rusbyi","Rusby's blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MESA","Medicago sativa","alfalfa","Fabaceae",99,,"5","Perennial",0,0
"MESAF","Medicago sativa ssp. falcata","yellow alfalfa","Fabaceae",99,,"5","Perennial",0,0
"MESAS","Medicago sativa ssp. sativa","alfalfa","Fabaceae",99,,"5","Perennial",0,0
"MESI","Mentzelia sinuata","leechleaf blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MESM","Melica smithii","Smith's melicgrass","Poaceae",99,,"6","Perennial",0,0
"MESP","Melica spectabilis","purple oniongrass","Poaceae",99,,"6","Perennial",0,0
"MESP3","Mentha spicata","spearmint","Lamiaceae",99,,"5","Perennial",0,0
"MESP4","Mentzelia speciosa","jeweled blazingstar","Loasaceae",99,,"5","Perennial",0,0
"MESU","Melica subulata","Alaska oniongrass","Poaceae",99,,"6","Perennial",0,0
"MESUP","Melica subulata var. pammelii","Pammel's oniongrass","Poaceae",99,,"6","Perennial",0,0
"MESUS","Melica subulata var. subulata","Alaska oniongrass","Poaceae",99,,"6","Perennial",0,0
"METR3","Menyanthes trifoliata","buckbean","Menyanthaceae",99,,"5","Perennial",0,0
"MIAU3","Minuartia austromontana","Columbian stitchwort","Caryophyllaceae",99,,"5","Perennial",0,0
"MIBR3","Mimulus breviflorus","shortflower monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MIBR5","Mimulus breweri","Brewer's monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MICRO22","Microsteris","microsteris","Polemoniaceae",99,,,,0,0
"MICRO6","Microseris","silverpuffs","Asteraceae",99,,,,0,0
"MIFI2","Minuartia filiorum","threadbranch stitchwort","Caryophyllaceae",99,,"5","Perennial",0,0
"MIFL2","Mimulus floribundus","manyflowered monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MIGL","Mimulus glabratus","roundleaf monkeyflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MIGLJ","Mimulus glabratus var. jamesii","James' monkeyflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MIGR","Microsteris gracilis","slender phlox","Polemoniaceae",99,,"5","Annual",0,0
"MIGRG4","Microsteris gracilis var. gracilis","slender phlox","Polemoniaceae",99,,"5","Annual",0,0
"MIGRH","Microsteris gracilis var. humilior","slender phlox","Polemoniaceae",99,,"5","Annual",0,0
"MIGU","Mimulus guttatus","seep monkeyflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MIHI","Mirabilis hirsuta","hairy four o'clock","Nyctaginaceae",99,,"5","Perennial",0,0
"MILE2","Mimulus lewisii","purple monkeyflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MILI3","Mirabilis linearis","narrowleaf four o'clock","Nyctaginaceae",99,,"3","Perennial",0,0
"MIMO3","Mimulus moschatus","muskflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MIMOM2","Mimulus moschatus var. moschatus","muskflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MIMUL","Mimulus","monkeyflower","Scrophulariaceae",99,,,,0,0
"MINA","Mimulus nanus","dwarf purple monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MINAN2","Mimulus nanus var. nanus","dwarf purple monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MINU","Microseris nutans","nodding microseris","Asteraceae",99,,"5","Perennial",0,0
"MINU4","Minuartia nuttallii","Nuttall's sandwort","Caryophyllaceae",99,,"5","Perennial",0,0
"MINUA","Minuartia","stitchwort","Caryophyllaceae",99,,,,0,0
"MINUN2","Minuartia nuttallii ssp. nuttallii","Nuttall's sandwort","Caryophyllaceae",99,,"5","Perennial",0,0
"MINY","Mirabilis nyctaginea","heartleaf four o'clock","Nyctaginaceae",99,,"5","Perennial",0,0
"MIOB2","Minuartia obtusiloba","twinflower sandwort","Caryophyllaceae",99,,"3","Perennial",0,0
"MIPE","Mitella pentandra","fivestamen miterwort","Saxifragaceae",99,,"5","Perennial",0,0
"MIRAB","Mirabilis","four o'clock","Nyctaginaceae",99,,,,0,0
"MIRU","Mimulus rubellus","little redstem monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MIRU3","Minuartia rubella","beautiful sandwort","Caryophyllaceae",99,,"5","Perennial",0,0
"MIST3","Mitella stauropetala","smallflower miterwort","Saxifragaceae",99,,"5","Perennial",0,0
"MISTS","Mitella stauropetala var. stenopetala","drywoods miterwort","Saxifragaceae",99,,"5","Perennial",0,0
"MISU2","Mimulus suksdorfii","Suksdorf's monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MITEL","Mitella","miterwort","Saxifragaceae",99,,,,0,0
"MITI","Mimulus tilingii","Tiling's monkeyflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MITIT","Mimulus tilingii var. tilingii","Tiling's monkeyflower","Scrophulariaceae",99,,"5","Perennial",0,0
"MIWA2","Mimulus washingtonensis","Washington monkeyflower","Scrophulariaceae",99,,"5","Annual",0,0
"MOAL","Morus alba","white mulberry","Moraceae",99,,"1","Perennial",0,0
"MOCH","Montia chamissoi","water minerslettuce","Portulacaceae",99,,"5","Perennial",0,0
"MOEHR","Moehringia","sandwort","Caryophyllaceae",99,,,,0,0
"MOFI","Monarda fistulosa","wild bergamot","Lamiaceae",99,,"3","Perennial",0,0
"MOFIF","Monarda fistulosa ssp. fistulosa","wild bergamot","Lamiaceae",99,,"3","Perennial",0,0
"MOFIM2","Monarda fistulosa ssp. fistulosa var. menthifolia","mintleaf bergamot","Lamiaceae",99,,"3","Perennial",0,0
"MOGL","Monardella glauca","pale monardella","Lamiaceae",99,,"5","Perennial",0,0
"MOHY3","Monotropa hypopithys","pinesap","Monotropaceae",99,,"5","Perennial",0,0
"MOLA6","Moehringia lateriflora","bluntleaf sandwort","Caryophyllaceae",99,,"5","Perennial",0,0
"MOLI4","Montia linearis","narrowleaf minerslettuce","Portulacaceae",99,,"5","Annual",0,0
"MOLLU","Mollugo","carpetweed","Molluginaceae",99,,,,0,0
"MONAR","Monarda","beebalm","Lamiaceae",99,,,,0,0
"MONAR2","Monardella","monardella","Lamiaceae",99,,,,0,0
"MONES","Moneses","single delight","Pyrolaceae",99,,,,0,0
"MONOL","Monolepis","povertyweed","Chenopodiaceae",99,,,,0,0
"MONOT","Monotropa","Indianpipe","Monotropaceae",99,,,,0,0
"MONTI","Montia","minerslettuce","Portulacaceae",99,,,,0,0
"MONU","Monolepis nuttalliana","Nuttall's povertyweed","Chenopodiaceae",99,,"5","Annual",0,0
"MOPE","Monarda pectinata","pony beebalm","Lamiaceae",99,,"5","Annual",0,0
"MOPU3","Monolepis pusilla","small povertyweed","Chenopodiaceae",99,,"5","Annual",0,0
"MORUS","Morus","mulberry","Moraceae",99,,,,0,0
"MOUN2","Moneses uniflora","single delight","Pyrolaceae",99,,"5","Perennial",0,0
"MOVE","Mollugo verticillata","green carpetweed","Molluginaceae",99,,"5","Annual",0,0
"MUAN","Muhlenbergia andina","foxtail muhly","Poaceae",99,,"6","Perennial",0,0
"MUAS","Muhlenbergia asperifolia","scratchgrass","Poaceae",99,,"6","Perennial",0,0
"MUCU3","Muhlenbergia cuspidata","plains muhly","Poaceae",99,,"6","Perennial",0,0
"MUDI","Musineon divaricatum","leafy wildparsley","Apiaceae",99,,"5","Perennial",0,0
"MUDID","Musineon divaricatum var. divaricatum","leafy wildparsley","Apiaceae",99,,"5","Perennial",0,0
"MUDIH","Musineon divaricatum var. hookeri","Hooker's wildparsley","Apiaceae",99,,"5","Perennial",0,0
"MUFI","Muhlenbergia filiculmis","slimstem muhly","Poaceae",99,,"6","Perennial",0,0
"MUFI2","Muhlenbergia filiformis","pullup muhly","Poaceae",99,,"6","Annual",0,0
"MUGL3","Muhlenbergia glomerata","spiked muhly","Poaceae",99,,"6","Perennial",0,0
"MUHLE","Muhlenbergia","muhly","Poaceae",99,,"6",,0,0
"MUME2","Muhlenbergia mexicana","Mexican muhly","Poaceae",99,,"6","Perennial",0,0
"MUMI2","Muhlenbergia minutissima","annual muhly","Poaceae",99,,"6","Annual",0,0
"MUMO","Muhlenbergia montana","mountain muhly","Poaceae",99,,"6","Perennial",0,0
"MUNRO3","Munroa","false buffalograss","Poaceae",99,,"6",,0,0
"MUPU2","Muhlenbergia pungens","sandhill muhly","Poaceae",99,,"6","Perennial",0,0
"MURA","Muhlenbergia racemosa","marsh muhly","Poaceae",99,,"6","Perennial",0,0
"MURI","Muhlenbergia richardsonis","mat muhly","Poaceae",99,,"6","Perennial",0,0
"MUSIN","Musineon","wildparsley","Apiaceae",99,,,,0,0
"MUSQ3","Munroa squarrosa","false buffalograss","Poaceae",99,,"6","Annual",0,0
"MUTE3","Musineon tenuifolium","slender wildparsley","Apiaceae",99,,"5","Perennial",0,0
"MUTO2","Muhlenbergia torreyi","ring muhly","Poaceae",99,,"6","Perennial",0,0
"MUVA","Musineon vaginatum","sheathed wildparsley","Apiaceae",99,,"5","Perennial",0,0
"MYAP","Myosurus apetalus","bristly mousetail","Ranunculaceae",99,,"5","Annual",0,0
"MYAPB","Myosurus apetalus var. borealis","bristly mousetail","Ranunculaceae",99,,"5","Annual",0,0
"MYAPM","Myosurus apetalus var. montanus","bristly mousetail","Ranunculaceae",99,,"5","Annual",0,0
"MYAR","Myosotis arvensis","field forget-me-not","Boraginaceae",99,,"5","Annual",0,0
"MYAS2","Myosotis asiatica","Asian forget-me-not","Boraginaceae",99,,"5","Perennial",0,0
"MYLA","Myosotis laxa","bay forget-me-not","Boraginaceae",99,,"5","Perennial",0,0
"MYMI2","Myosurus minimus","tiny mousetail","Ranunculaceae",99,,"5","Annual",0,0
"MYOSO","Myosotis","forget-me-not","Boraginaceae",99,,,,0,0
"MYOSU","Myosurus","mousetail","Ranunculaceae",99,,,,0,0
"MYQU","Myriophyllum quitense","Andean watermilfoil","Haloragaceae",99,,"5","Perennial",0,0
"MYRIO","Myriophyllum","watermilfoil","Haloragaceae",99,,,,0,0
"MYSC","Myosotis scorpioides","true forget-me-not","Boraginaceae",99,,"5","Perennial",0,0
"MYSI","Myriophyllum sibiricum","shortspike watermilfoil","Haloragaceae",99,,"5","Perennial",0,0
"MYST2","Myosotis stricta","strict forget-me-not","Boraginaceae",99,,"5","Annual",0,0
"MYSY","Myosotis sylvatica","woodland forget-me-not","Boraginaceae",99,,"5","Perennial",0,0
"MYVE","Myosotis verna","spring forget-me-not","Boraginaceae",99,,"5","Annual",0,0
"MYVE3","Myriophyllum verticillatum","whorl-leaf watermilfoil","Haloragaceae",99,,"5","Perennial",0,0
"NABR","Navarretia breweri","Brewer's navarretia","Polemoniaceae",99,,"5","Annual",0,0
"NADE2","Nama densum","leafy nama","Hydrophyllaceae",99,,"5","Annual",0,0
