"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","Invasive"
"CAAQA6","Catabrosa aquatica var. aquatica","water whorlgrass","Poaceae",99,,"6","Perennial",0,0
"CAAR13","Carex arapahoensis","Arapaho sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAAR18","Caragana arborescens","Siberian peashrub","Fabaceae",99,,"2","Perennial",0,0
"CAAT2","Carex atherodes","wheat sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAAT3","Carex athrostachya","slenderbeak sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAAU3","Carex aurea","golden sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABA3","Carex backii","Back's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABE2","Carex bebbii","Bebb's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABI5","Carex bigelowii","Bigelow's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABL","Carex blanda","eastern woodland sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABO2","Carex bolanderi","Bolander's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABR10","Carex brevior","shortbeak sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABR15","Carex brunnescens","brownish sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABR22","Camissonia breviflora","fewflower evening primrose","Onagraceae",99,,"5","Perennial",0,0
"CABR6","Cardamine breweri","Brewer's bittercress","Brassicaceae",99,,"5","Perennial",0,0
"CABRB","Cardamine breweri var. breweri","Brewer's bittercress","Brassicaceae",99,,"5","Perennial",0,0
"CABRL","Cardamine breweri var. leibergii","Leiberg's bittercress","Brassicaceae",99,,"5","Perennial",0,0
"CABRS","Carex brunnescens ssp. sphaerostachya","brownish sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABU","Calypso bulbosa","fairy slipper","Orchidaceae",99,,"5","Perennial",0,0
"CABU2","Capsella bursa-pastoris","shepherd's purse","Brassicaceae",99,,"5","Annual",0,0
"CABU6","Carex buxbaumii","Buxbaum's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CABUA","Calypso bulbosa var. americana","fairy slipper","Orchidaceae",99,,"5","Perennial",0,0
"CACA11","Carex canescens","silvery sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACA12","Carex capillaris","hair-like sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACA13","Carex capitata","capitate sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACA19","Carum carvi","caraway","Apiaceae",99,,"5","Perennial",0,0
"CACA4","Calamagrostis canadensis","bluejoint","Poaceae",99,,"6","Perennial",0,0
"CACAA2","Carex capitata ssp. arctogena","capitate sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACAC10","Calamagrostis canadensis var. canadensis","bluejoint","Poaceae",99,,"6","Perennial",0,0
"CACAC6","Carex canescens ssp. canescens","silvery sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACH42","Cardaria chalepensis","lenspod whitetop","Brassicaceae",99,,"2","Perennial",0,0
"CACO10","Carex concinna","low northern sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACO6","Cardamine cordifolia","heartleaf bittercress","Brassicaceae",99,,"5","Perennial",0,0
"CACOC","Cardamine cordifolia var. cordifolia","heartleaf bittercress","Brassicaceae",99,,"5","Perennial",0,0
"CACR11","Caulanthus crassicaulis","thickstem wild cabbage","Brassicaceae",99,,"5","Perennial",0,0
"CACR13","Castilleja crista-galli","mountainside Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CACR3","Carex crawei","Crawe's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACRC","Caulanthus crassicaulis var. crassicaulis","thickstem wild cabbage","Brassicaceae",99,,"5","Perennial",0,0
"CACU5","Carex cusickii","Cusick's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CACU7","Castilleja cusickii","Cusick's Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CADE9","Carex deweyana","Dewey sedge","Cyperaceae",99,,"7","Perennial",0,0
"CADED4","Carex deweyana var. deweyana","Dewey sedge","Cyperaceae",99,,"7","Perennial",0,0
"CADI4","Carex diandra","lesser panicled sedge","Cyperaceae",99,,"7","Perennial",0,0
"CADI6","Carex disperma","softleaf sedge","Cyperaceae",99,,"7","Perennial",0,0
"CADO2","Carex douglasii","Douglas' sedge","Cyperaceae",99,,"7","Perennial",0,0
"CADR","Cardaria draba","whitetop","Brassicaceae",99,,"5","Perennial",0,0
"CADU6","Carex duriuscula","needleleaf sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEB","Carex ebenea","ebony sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEB2","Carex eburnea","bristleleaf sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEC","Carex echinata","star sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAECE","Carex echinata ssp. echinata","star sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEG","Carex egglestonii","Eggleston's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEL3","Carex elynoides","blackroot sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEM2","Carex emoryi","Emory's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEN3","Carex engelmannii","Engelmann's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAEU","Calochortus eurycarpus","white mariposa lily","Liliaceae",99,,"5","Perennial",0,0
"CAFI","Carex filifolia","threadleaf sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAFL4","Carex flava","yellow sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAFL7","Castilleja flava","yellow Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CAFLF3","Castilleja flava var. flava","yellow Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CAGA3","Carex garberi","elk sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAGE2","Carex geyeri","Geyer's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAGR3","Carex granularis","limestone meadow sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAGR4","Carex gravida","heavy sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAGRG2","Carex gravida var. gravida","heavy sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAGU","Calochortus gunnisonii","Gunnison's mariposa lily","Liliaceae",99,,"5","Perennial",0,0
"CAGUG","Calochortus gunnisonii var. gunnisonii","Gunnison's mariposa lily","Liliaceae",99,,"5","Perennial",0,0
"CAGY2","Carex gynocrates","northern bog sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHA3","Carex hallii","deer sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHA6","Carex haydeniana","cloud sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHE2","Callitriche hermaphroditica","northern water-starwort","Callitrichaceae",99,,"5","Perennial",0,0
"CAHE3","Callitriche heterophylla","twoheaded water-starwort","Callitrichaceae",99,,"5","Perennial",0,0
"CAHE8","Carex heteroneura","different-nerve sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHEB","Carex heteroneura var. brevisquama","different-nerve sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHEC","Carex heteroneura var. chalciolepis","Holm sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHEE","Carex heteroneura var. epapillosa","different-nerve sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHEH","Callitriche heterophylla ssp. heterophylla","twoheaded water-starwort","Callitrichaceae",99,,"5","Perennial",0,0
"CAHEH3","Carex heteroneura var. heteroneura","different-nerve sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHO5","Carex hoodii","Hood's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHO7","Carex hookeriana","Hooker's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAHY4","Carex hystericina","bottlebrush sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAIL","Carex illota","sheep sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAIN11","Carex interior","inland sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAIN12","Carex intumescens","greater bladder sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAIN2","Callirhoe involucrata","purple poppymallow","Malvaceae",99,,"5","Perennial",0,0
"CAIN7","Carex infirminervia","weak-nerved sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAIN8","Carex incurviformis","coastal sand sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAIN9","Carex inops","long-stolon sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAIND","Carex incurviformis var. danaensis","coastal sand sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAINH2","Carex inops ssp. heliophila","sun sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAINI4","Callirhoe involucrata var. involucrata","purple poppymallow","Malvaceae",99,,"5","Perennial",0,0
"CAJO","Carex jonesii","Jones' sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAKO","Calamagrostis koelerioides","fire reedgrass","Poaceae",99,,"6","Perennial",0,0
"CALA10","Carex lachenalii","twotipped sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALA11","Carex lasiocarpa","woollyfruit sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALA13","Carex laeviculmis","smoothstem sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALA15","Carex lapponica","Lapland sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALA38","Calylophus lavandulifolius","lavenderleaf sundrops","Onagraceae",99,,"3","Perennial",0,0
"CALAA","Carex lasiocarpa var. americana","American woollyfruit sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALAM","Calamagrostis","reedgrass","Poaceae",99,,"6",,0,0
"CALAM2","Calamovilfa","sandreed","Poaceae",99,,"6",,0,0
"CALAMPG","Calamagrostis","reedgrass (perennial grass)","Poaceae",99,,"6","Perennial",0,0
"CALE10","Carex leptalea","bristlystalked sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALE24","Carex leptopoda","taperfruit shortscale sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALE4","Caltha leptosepala","white marsh marigold","Ranunculaceae",99,,"5","Perennial",0,0
"CALE8","Carex lenticularis","lakeshore sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALE9","Carex leporinella","Sierra hare sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALED","Carex lenticularis var. dolia","Enander's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALEL3","Carex lenticularis var. lipocarpa","Kellogg's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALEL4","Carex leptalea ssp. leptalea","bristlystalked sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALEL7","Caltha leptosepala ssp. leptosepala","white marsh marigold","Ranunculaceae",99,,"5","Perennial",0,0
"CALEL8","Caltha leptosepala ssp. leptosepala var. leptosepala","white marsh marigold","Ranunculaceae",99,,"5","Perennial",0,0
"CALI","Carex livida","livid sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALI4","Castilleja linariifolia","Wyoming Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CALI7","Carex limosa","mud sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALIR","Carex livida var. radicaulis","livid sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALLI3","Callirhoe","poppymallow","Malvaceae",99,,,,0,0
"CALLI6","Callitriche","water-starwort","Callitrichaceae",99,,,,0,0
"CALO","Calamovilfa longifolia","prairie sandreed","Poaceae",99,,"6","Perennial",0,0
"CALOC","Calochortus","mariposa lily","Liliaceae",99,,,,0,0
"CALOCPF","Calochortus","mariposa lily (perennial forb)","Liliaceae",99,,"5","Perennial",0,0
"CALOL2","Calamovilfa longifolia var. longifolia","prairie sandreed","Poaceae",99,,"6","Perennial",0,0
"CALOP7","Caloplaca","orange lichen","Teloschistaceae",99,,,,0,0
"CALTH","Caltha","marsh marigold","Ranunculaceae",99,,,,0,0
"CALU7","Carex luzulina","woodrush sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALUA","Carex luzulina var. ablata","woodrush sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALUA3","Carex luzulina var. atropurpurea","woodrush sedge","Cyperaceae",99,,"7","Perennial",0,0
"CALYL","Calylophus","sundrops","Onagraceae",99,,,,0,0
"CALYP","Calypso","fairy slipper","Orchidaceae",99,,,,0,0
"CALYS","Calystegia","false bindweed","Convolvulaceae",99,,,,0,0
"CAMA12","Carex magellanica","boreal bog sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAMA23","Calystegia macounii","Macoun's false bindweed","Convolvulaceae",99,,"5","Perennial",0,0
"CAMAI2","Carex magellanica ssp. irrigua","boreal bog sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAMAS","Camassia","camas","Liliaceae",99,,,,0,0
"CAMEL","Camelina","false flax","Brassicaceae",99,,,,0,0
"CAMELAF","Camelina","false flax (annual forb)","Brassicaceae",99,,"5","Annual",0,0
"CAMI10","Carex misandra","shortleaved sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAMI12","Castilleja miniata","giant red Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CAMI13","Castilleja minor","lesser Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAMI2","Camelina microcarpa","littlepod false flax","Brassicaceae",99,,"5","Annual",0,0
"CAMI23","Camissonia minor","small evening primrose","Onagraceae",99,,"5","Annual",0,0
"CAMI6","Carex microglochin","fewseeded bog sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAMI7","Carex microptera","smallwing sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAMIM5","Castilleja miniata ssp. miniata","giant red Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAMIM6","Castilleja minor ssp. minor","lesser Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAMIS","Camissonia","suncup","Onagraceae",99,,,,0,0
"CAMO","Calamagrostis montanensis","plains reedgrass","Poaceae",99,,"6","Perennial",0,0
"CAMPA","Campanula","bellflower","Campanulaceae",99,,,,0,0
"CANA2","Carex nardina","spike sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANAH","Carex nardina var. hepburnii","Hepburn's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANE2","Carex nebrascensis","Nebraska sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANE3","Carex nelsonii","Nelson's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANE6","Carex neurophora","alpine nerve sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANI2","Carex nigricans","black alpine sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANI8","Castilleja nivea","snow Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CANNA","Cannabis","hemp","Cannabaceae",99,,,,0,0
"CANO2","Carex norvegica","Norway sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANO3","Carex nova","black sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANOI","Carex norvegica ssp. inferalpina","closedhead sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANOS","Carex norvegica ssp. stevenii","Steven's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CANU3","Calochortus nuttallii","sego lily","Liliaceae",99,,"5","Perennial",0,0
"CANU4","Carduus nutans","nodding plumeless thistle","Asteraceae",99,,"5","Perennial",0,0
"CAOB4","Carex obtusata","obtuse sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAOC2","Carex occidentalis","western sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAOL","Cardamine oligosperma","little western bittercress","Brassicaceae",99,,"5","Perennial",0,0
"CAOLO","Cardamine oligosperma var. oligosperma","little western bittercress","Brassicaceae",99,,"5","Annual",0,0
"CAOR","Carex oreocharis","grassyslope sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPA10","Campanula parryi","Parry's bellflower","Campanulaceae",99,,"5","Perennial",0,0
"CAPA14","Carex pachystachya","chamisso sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPA18","Carex parryana","Parry's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPA25","Castilleja pallescens","pale Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAPA31","Carex paysonis","Payson's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPA39","Camissonia parvula","Lewis River suncup","Onagraceae",99,,"5","Annual",0,0
"CAPA52","Callitriche palustris","vernal water-starwort","Callitrichaceae",99,,"5","Perennial",0,0
"CAPAP2","Campanula parryi var. parryi","Parry's bellflower","Campanulaceae",99,,"5","Perennial",0,0
"CAPAP3","Carex parryana var. parryana","Parry's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPAP7","Castilleja pallescens var. pallescens","pale Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAPE11","Carex peckii","Peck's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPE3","Cardamine pensylvanica","Pennsylvania bittercress","Brassicaceae",99,,"5","Perennial",0,0
"CAPE42","Carex pellita","woolly sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPE5","Carex pelocarpa","duskyseed sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPE7","Carex petasata","Liddon sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPH2","Carex phaeocephala","dunhead sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPH3","Carex ×physocarpoides","sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPI3","Castilleja pilosa","parrothead Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAPIL","Castilleja pilosa var. longispica","longspike Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAPL8","Carex platylepis","broadscale sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPO","Carex podocarpa","shortstalk sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPR10","Carex proposita","Great Smoky Mountain sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPR22","Carex praeceptorum","early sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPR5","Carex praegracilis","clustered field sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPR6","Carex prairea","prairie sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPR7","Carex praticola","meadow sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPR8","Carex preslii","Presl's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPSE","Capsella","capsella","Brassicaceae",99,,,,0,0
"CAPU","Calamagrostis purpurascens","purple reedgrass","Poaceae",99,,"6","Perennial",0,0
"CAPU10","Castilleja pulchella","beautiful Indian paintbrush","Scrophulariaceae",99,,"5","Perennial",0,0
"CAPU6","Cardaria pubescens","hairy whitetop","Brassicaceae",99,,"5","Perennial",0,0
"CAPUP7","Calamagrostis purpurascens var. purpurascens","purple reedgrass","Poaceae",99,,"6","Perennial",0,0
"CAPY3","Carex pyrenaica","Pyrenean sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAPYP","Carex pyrenaica ssp. pyrenaica","Pyrenean sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAQU2","Camassia quamash","small camas","Liliaceae",99,,"5","Perennial",0,0
"CAQUU2","Camassia quamash ssp. utahensis","Utah small camas","Liliaceae",99,,"5","Perennial",0,0
"CARA","Campanula rapunculoides","rampion bellflower","Campanulaceae",99,,"5","Perennial",0,0
"CARA6","Carex raynoldsii","Raynolds' sedge","Cyperaceae",99,,"7","Perennial",0,0
"CARAG","Caragana","peashrub","Fabaceae",99,,,,0,0
"CARDA","Cardamine","bittercress","Brassicaceae",99,,,,0,0
"CARDA2","Cardaria","whitetop","Brassicaceae",99,,,,0,0
"CARDU","Carduus","plumeless thistle","Asteraceae",99,,,,0,0
"CARE4","Carex retrorsa","knotsheath sedge","Cyperaceae",99,,"7","Perennial",0,0
"CAREX","Carex","sedge","Cyperaceae",99,,,,0,0
"CAREXPS","Carex","sedge (perennial grass)","Cyperaceae",99,,"7","Perennial",0,0
"CARH4","Castilleja rhexiifolia","splitleaf Indian paintbrush","Scrophulariaceae",99,,"3","Perennial",0,0
"CARI","Carex richardsonii","Richardson's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CARO2","Campanula rotundifolia","bluebell bellflower","Campanulaceae",99,,"5","Perennial",0,0
"CARO22","Carex rosea","rosy sedge","Cyperaceae",99,,"7","Perennial",0,0
"CARO5","Carex rossii","Ross' sedge","Cyperaceae",99,,"7","Perennial",0,0
"CARTH","Carthamus","distaff thistle","Asteraceae",99,,,,0,0
"CARU","Calamagrostis rubescens","pinegrass","Poaceae",99,,"6","Perennial",0,0
"CARU3","Carex rupestris","curly sedge","Cyperaceae",99,,"7","Perennial",0,0
"CARUD","Carex rupestris var. drummondiana","Drummond's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CARUM","Carum","carum","Apiaceae",99,,,,0,0
"CASA10","Carex saxatilis","rock sedge","Cyperaceae",99,,"7","Perennial",0,0
"CASA2","Camelina sativa","gold-of-pleasure","Brassicaceae",99,,"5","Annual",0,0
"CASA3","Cannabis sativa","marijuana","Cannabaceae",99,,"5","Annual",0,0
"CASA8","Carex sartwellii","Sartwell's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CASA9","Carex saximontana","Rocky Mountain sedge","Cyperaceae",99,,"7","Perennial",0,0
"CASAS2","Camelina sativa ssp. sativa","gold-of-pleasure","Brassicaceae",99,,"5","Annual",0,0
"CASAS3","Cannabis sativa ssp. sativa","marijuana","Cannabaceae",99,,"5","Annual",0,0
"CASAS5","Carex sartwellii var. sartwellii","Sartwell's sedge","Cyperaceae",99,,"7","Perennial",0,0
"CASAS9","Cannabis sativa ssp. sativa var. sativa","marijuana","Cannabaceae",99,,"5","Annual",0,0
"CASC","Calamagrostis scopulorum","ditch reedgrass","Poaceae",99,,"6","Perennial",0,0
"CASC10","Carex scirpoidea","northern singlespike sedge","Cyperaceae",99,,"7","Perennial",0,0
"CASC11","Carex scoparia","broom sedge","Cyperaceae",99,,"7","Perennial",0,0
"CASC12","Carex scopulorum","mountain sedge","Cyperaceae",99,,"7","Perennial",0,0
